Review	Liked
slow for multitasking that time am thinking that this device is beast but now am using this product and lagging hagging every day if u r multitasker or a gamer please don t purchase this product	0
No charging cable in the box	0
Don t buy. It has heating problem	0
Seal is broken and a plastic tape is wrapped	0
Changer is missing	0
Slow processor  too many unwanted apps installed  Display quality poor  Back finish looks cheap. MI  Motorolla gives better quality phones. Not value for money.	0
My Samsung m   is heating even after   min playing utube.You can use it as hot water bagDon t go for it.	0
Processing quality very poor  battery backup not good  total waste money	0
Only handset received without charger data cable ejection pin   user quick guide..how to use hanset without charger.	0
It s camera quality is very bad      	0
phone is heating in normal usewithout gaming.display is below average.camera is so so.	0
NotGood phone . Am facing Networking problem	0
Within   days battery has problem. it does not charge beyond    	0
No charging Adaptar  need to spend extra money	0
I replaced that product but another phone also same problem  the technician told it samsung os issue.So Samsung Kindly fix the issue	0
Hangs alot   bulky as well	0
Only one thing is majorly missing is that there s no Slow motion Or Super slow motion camera. Otherwise  the phone is totally good in this price segment. I m writing this after   days of heavy use with gaming. thumbs up  	1
Verybad phone is over heating  hanging  this sumsung product very poor.	0
Too low priced budget phone with worst quality experience for past one month  . It s the great worst from Samsung to offer such low quality  G phone with more hanging   continuous heating issues  . Samsung have good name after apple but for competition sake low prices gets low performance	1
Don t buy this phone it s totally wastage of money	0
Samsung m   Fone is very bed. Ye fone bahut heat ho raha hai. Don t buy this	0
Technical expert informed that he will get the product replaced but no request initiated	0
Bad quality phoneSum days ar used then problem show me   Not bay this phone. This price find another phone screen problem and fisher problem showVery quality phone	0
Samsung this product is not Good this is very bad .last purchase this product but this product is not value for money.this product is  g phone is very bad	0
Heat Issue	0
Bad diplay in this price rangedisplay bazels are to bigcompany not provide charger in the boxonly    watt charger support bad experience   	0
Phone is getting heat after use	0
Very poor quality for calls.Other features as normal nothing to crow about	0
Very disappointing	0
This phone is good so amazingAnd future is up levelPhone bettery to high level  Camera    is really good    g phone and    brand to support is really good     Best Samsung phone m          Phone smooth and fast     software update   Phone almost all items to leave up and good    really   But one problem to charger is not box	1
Worst display. While buying Amazon offer me   days return policy but after purchase they offer only replacement.	0
Video recording resolution is too low  it gets zoomed when you shoot....Image resolution is also not great as they say   megapixel	0
Worst product ever delivery	0
So much heating issue . Processor or ram issue is there .	0
Worst	0
Primary Camera bogas hai	0
I will not recommend anyone to buy this phone   	0
Very slow..Not a good product.	0
Product defective. Not received replacement	0
Problem in touch respond during incoming call. The screen shot not store in galaxy or Google photos.	0
Display glass is not like gorilla glass  .. it breaks just normal hight.	0
I bought  gb    gb varient   days before for     9 and the price is down to     in   days doesn t execpt this from samsung.	0
Phone is hangs many times. And camera quality is very poor	0
    amh battery according to product specifications... But performance lagging  Speaker sound disappointing  Camera quality could be little better  Dual sim user may face hitting problemOther things are quite good as per value	1
Bahut mota mobile haiLaynay k like nhi hai	0
No accessories only sim eject pinVery worst	0
If you are a samsung lover and you don t have big budget then definitely buy this mobile..In this price range samsung provide  g support     W PD charging   latest Android      mAh battery.But camera    is not so good  Charger is not provided with handset  You have to buy the charger from outside which costs around    rupees. Charging time near about   hr    min using   w original samsung charger in         room temperature     which is quite longer then others  Look is avarage.I buy this phone Rs.    99 applying    hdfc card discount.And buy charger 999 rs.	1
As M   product was awsm. But thus time samsung was fail to made. Not so good m  . Not commended by me	0
Charging cable is not provided in the boc	0
Did not like product	0
Bought on first day. Average phone in this price segment.	0
This phone hangs alot and camera is not good as other phones don t buy this before trying it personally	0
Quality of PLS LCD is good . camera stablization is good. no wide angle camera .wide angle camera make this phone worthy	1
Display not so good  should have provided amoled. Also  there is no screen recorder.	0
M    is worst performance phone it hangs alot if u want to buy midrange samsung phone go for A series	0
Smartview missing cannot cast phone to smart TV	0
Don t waste your time and money to buy this phone	0
Very Very poor phone	0
samsung product has deteriorated than before	0
Nothing good in this phone. No camera  no battery backup  lagging a lot. Overall waste product  don t buy it guys.....	0
Phone is hanging after use of   min  network also not working properly	0
Galaxy M    G phone acha nhi haiLow battery   low performance  	0
There is a problem with the front camera	0
Charging cable is missing inside the box.	0
I am not satisfied with this phone and I did not expect this from Samsung.	0
No where near to the specification	0
Not worthy for this price	0
Heating problem while video call  gaming	0
Just   week ago i bought in    99And now its   99	0
Very poor performanceNot satisfied at all.	0
camera is wrost and not working properly	0
Not a good phone at all	0
Not so good	0
Not good	0
I m not satisfied by it s performance.Waste of money samsung    	0
Gps not working properly Mobile slow	0
Bkwas phone	0
Camera quality not good	0
The product is not so good	0
Waste of money	0
 Light use but over heat   net use automatically net off	0
Don t buy	0
Bad camara qualityBad battery backupBad processor	0
Overall waste product	0
Heating issue is the prior most here	0
Device so bad and battery	0
Display not clear seems screen defected	0
Working bad. Not satisfied.	0
Battery Very slow charging	0
Last choice	0
heat issue not satisfied	0
In normal use mobile heating.	0
Not satisfied	0
Not satisfied	0
Huge heating issueLagging	0
Not satisfied	0
Not satisfied	0
Design   It looks amazing no doubt wonderful look.Battery   It will surely last atleast   day if you are not heavy user.Camera   Without any doubt under sunlight samsung camera is next level and not only rear camera it s selfie camera is surprise to me.Lagging   Yes it will lag for sure.Performance   overall good but can t put this handset in V.good or excellent category.Processor   worst processor i say.Heating   A lot while heavy task  but if you are just using mobile for ur day to day life then sure go for it.Display   You can t get better display than this in the same price segment.Finger print         Overall review  If u r purchasing for heavy use then plz don t but if you want a classy look  good camera under   k then must go for it  I loved it because am a student and i don t use it very long ofcourse not for gaming so for me it s a profitable deal.	1
Exynos processor is not good and its own processor of Samsung. Do not buy Exynos processor phones and i recommend Snapdragon or other processor. Keep that mind before buying this phone.	0
Hello guys... This review is after the use of almost ond and half month of samsung m    g .. battery is very good a d impressive but overall performance of mobile is damn worst... i have both variants               my small sister use       that phone is also too slow and getting hang..i thought it was happened because of ram but also my  gb variants also showing same consequences. Camera is worst than average quality....fingerprint sensor is not working properly..nothing is perfin this phone..please go for another option...dont waste your money	0
My new samsung M    G doesn t have slow motion video capture feature in it s camera. How unusual  every phone now a days has this feature. Anyone else facing this issue I found it worst in terms of user interface experience. Comparatively inexpensive phone of other brands have better user experience.	0
Very good this phone it was fully packed and good conditionThis is good worthy productNice to shop from Amazon	1
It s lagging so much nd battery life is oneday nd slow down in continuous using I used m s it was better than this one	0
A overall performance phone considering a brand like samsung nice UI and good battery performance. If u use for calls n basic media purpose then it s a very good phone	1
Probably the best phone in this range. Go for it and experience the taste of Android    and  g collaboration.	1
Play Video Very good phone in this budget  I got it the   gb variant only for    99  Must go for this phone  smooth performance  	1
Awesome phone in this price range good battery backup with best camera love samsung always best Samsung is good always	1
I am using this device from past   month and from onwards I started getting problem in deviceIf any buying this phone in future pls                                don t buy this phone literally iam thinking to change this phone what are The problems in this phone  . Fingerprint sensor not working properly .poor battery .poor camera .network issue	0
Overheating and Charging issues. In   minutes  it is charging    of battery. I returned it. Seller took  9 days to pick the phone and release the refund after   plus follow up. Amazon support team is worst. All the policies are seller oriented. Amazon do not care about customer. For any type of querry they reply with prewritten template...	0
I bought this phone in local market at    k   gb version. Only for  g it s good but in my area  g is unstable and phone heats in  g mode.Display is tft panel at least should have given IPS panel if not OLED. Images look pixelatedProcessor is okayish but during multitasking   to   apps phone heats upCamera is worst from samsung. Used M  s whose camera is much better.Go for any other phone please this model is faulty one . Samsung should have properly tested hardware before launch and software is full of bloatware               	0
  minute bhi video call kroge to heating batane lgega hamesha hang krta hai Paisa barbad hai ismePlz don t buy this product	0
This phon is totally wast off money .   mah battery in daily use only    hoursFont Cemara bilkul bakwas h.    mp ki aad ki h pr vo   mp jesa bhi kaam ni krta h .	0
We need snapdragon not exinos why samsung is making fool in India that is not good thing .You should give snapdragon.	0
Unexpected  camera quality is very poor very poor very poor  in this price not worth.other all normal camera disappointed .nnnnmn	0
CHARGER IS NOT INCLUDED AND I HAVE TO PAY EXTRA     FOR CHARGER USB CABLE IS NOT INCLUDED SO WE CAN NOT USE IT WITH LAPTOP	0
PHONE CHALAN PAR HATH ME DARD HONE LAGTA HAI  SASTA HAI PAR SAHI NAHI HAI  MOVE TO OTHER PRODUCT OR COMPANY	0
This is a joke ... Never buy this fone   k for     processor nd non amoled display...old design. This fone should have cost  k max.	0
Ok for use The phone is too heavy and no return policy please keep it in mind . Also delivered late    .  	0
I m not happy with this mobile  camera is not much effective as mentioned in the description  mp. It is like  mp camera.. please don t buy from Amazon any mobiles..my personal suggestion is to buy from any store..	0
Under   k very bad phone.other company is best day by day samsung very bad..Front and rear both camera also very bad.	0
total day hanging issue..touch issues....battery backup not good....camera quality worst.......signal quality and net speed to slow .....not supporting high speed data.....	0
Heating issue bahut hai maine purchase kiya hai jaise hi data on karo mobile par app omellet bana skte ho	0
Overheating  calling sound issue  battery life is good  camera slow.	0
Quality smartphone.Looks good.Nice design.Worth of money.	1
I purchased this mobile for home purpose .But this mobile utterly waste .Camera quality is very bad recording videos also struck and playing .watching videos in youtube very struck and playing which already mentioned by some customers .Battery taking long time to charge but draining very fast .Wifi not working properlyDont waste your money	0
They sold me faulty phone.not charging camera is damaged	0
Battery backup is Very good	1
I like Samsung mobile	1
Nice phone at this price segment	1
okay	1
I purchased this mobile for home purpose .But this mobile utterly waste .Camera quality is very bad recording videos also struck and playing .watching videos in youtube very struck and playing which already mentioned by some customers .Battery taking long time to charge but draining very fast .Wifi not working properlyDont waste your money	0
Overall good performanceBattery backup amazing	1
Phone is without charger..how can you deliver a Phone without charger..bad experience with Amazon of this purchase   camera    bhi bekaar hai	0
Not good . very poor product from samsungCamera quality like   mega pixel not worth for this price waste of money	0
I had a realme   before I bought this phone. I used it for about   years and was quite happy with it. The battery still had a lot of juice in it even after t years of use. The resolution of the screen was fantastic. It was thin and light. The only reason I had to change it was because it had slowed due to the old processor. Compared to this M   is bulky that makes it difficult to handle. There are a lot of bugs in the phone. Sometimes the phone freezes while working. Sometimes the touch fails to respond  the Bluetooth has a mind of its own and seldom connects automatically with paired devices. The screen resolution is not too great. Often the phone slows down. The screen is not not as good as in my previous phone. This is the last time I m buying a samsung.	0
Good	1
Within one week of time my mobile has the issues ofHang Hang HangOverhead since last two daysFrequently Network lostDisplay keyboard stops working...I have total   mobile phones of Samsung  All purchased from Amazon but now I m feel very sad about the performance of M    G	0
Good One	1
within a week the phone refueses to conenct ot Wifi for extended periods of time and just hangs in between. No updates avaiable to fix this issue.I wll not recommend people to buy this	0
Fast processor   great camera  good look Great battery life	1
I purchased this mobile for home purpose .But this mobile utterly waste .Camera quality is very bad recording videos also struck and playing .watching videos in youtube very struck and playing which already mentioned by some customers .Battery taking long time to charge but draining very fast .Wifi not working properlyDont waste your money	0
I have purchased samsung M    G last week. Since I m using the main thing is battery backup is very good  performance is awesome  budget friendly mobile. One dispointed me that is no slow motion video option.	1
Phone is heavy in weight as compared to other brands . Has heating problem on multitasking .Front camera quality is low . Back camera is good . Fingerprint sensor works amazing .Overall can be used as secondary phone only . Samsung A   or iqoo z  lite is much better options.	0
Greater camera with superb ui killer m  Old is back	1
Value for money. Good processor  enough storage. Camera is also awesome.	1
Value for money  G phone for daily use  good battery life.	1
